"date" "hour" "B" "F" "L" "M" "N" "O" "P" "Q"
19970101 100 NA NA NA NA NA NA NA NA
19970101 200 NA NA NA NA NA NA NA NA
19970101 300 NA NA NA NA NA NA NA NA
19970101 400 NA NA NA NA NA NA NA NA
19970101 500 NA NA NA NA NA NA NA NA
19970101 600 NA NA NA NA NA NA NA NA
19970101 700 NA NA NA NA NA NA NA NA
19970101 800 NA NA NA NA NA NA NA NA
19970101 900 NA NA NA NA NA NA NA NA
19970101 1000 NA NA NA NA NA NA NA NA
19970101 1100 NA NA NA NA NA NA NA NA
19970101 1200 NA NA NA NA NA NA NA NA
19970101 1300 NA NA NA NA NA NA NA NA
19970101 1400 NA NA NA NA NA NA NA NA
19970101 1500 NA NA NA NA NA NA NA NA
19970101 1600 NA NA NA NA NA NA NA NA
19970101 1700 NA NA NA NA NA NA NA NA
19970101 1800 NA NA NA NA NA NA NA NA
19970101 1900 NA NA NA NA NA NA NA NA
19970101 2000 NA NA NA NA NA NA NA NA
19970101 2100 NA NA NA NA NA NA NA NA
19970101 2200 NA NA NA NA NA NA NA NA
19970101 2300 NA NA NA NA NA NA NA NA
19970101 2400 NA NA NA NA NA NA NA NA
19970102 100 NA NA NA NA NA NA NA NA
19970102 200 NA NA NA NA NA NA NA NA
19970102 300 NA NA NA NA NA NA NA NA
19970102 400 NA NA NA NA NA NA NA NA
19970102 500 NA NA NA NA NA NA NA NA
19970102 600 NA NA NA NA NA NA NA NA
19970102 700 NA NA NA NA NA NA NA NA
19970102 800 NA NA NA NA NA NA NA NA
19970102 900 NA NA NA NA NA NA NA NA
19970102 1000 NA NA NA NA NA NA NA NA
19970102 1100 NA NA NA NA NA NA NA NA
19970102 1200 NA NA NA NA NA NA NA NA
19970102 1300 NA NA NA NA NA NA NA NA
19970102 1400 NA NA NA NA NA NA NA NA
19970102 1500 NA NA NA NA NA NA NA NA
19970102 1600 NA NA NA NA NA NA NA NA
19970102 1700 NA NA NA NA NA NA NA NA
19970102 1800 NA NA NA NA NA NA NA NA
19970102 1900 NA NA NA NA NA NA NA NA
19970102 2000 NA NA NA NA NA NA NA NA
19970102 2100 NA NA NA NA NA NA NA NA
19970102 2200 NA NA NA NA NA NA NA NA
19970102 2300 NA NA NA NA NA NA NA NA
19970102 2400 NA NA NA NA NA NA NA NA
19970103 100 NA NA NA NA NA NA NA NA
19970103 200 NA NA NA NA NA NA NA NA
19970103 300 NA NA NA NA NA NA NA NA
19970103 400 NA NA NA NA NA NA NA NA
19970103 500 NA NA NA NA NA NA NA NA
19970103 600 NA NA NA NA NA NA NA NA
19970103 700 NA NA NA NA NA NA NA NA
19970103 800 NA NA NA NA NA NA NA NA
19970103 900 NA NA NA NA NA NA NA NA
19970103 1000 NA NA NA NA NA NA NA NA
19970103 1100 NA NA NA NA NA NA NA NA
19970103 1200 NA NA NA NA NA NA NA NA
19970103 1300 NA NA NA NA NA NA NA NA
19970103 1400 NA NA NA NA NA NA NA NA
19970103 1500 NA NA NA NA NA NA NA NA
19970103 1600 NA NA NA NA NA NA NA NA
19970103 1700 NA NA NA NA NA NA NA NA
19970103 1800 NA NA NA NA NA NA NA NA
19970103 1900 NA NA NA NA NA NA NA NA
19970103 2000 NA NA NA NA NA NA NA NA
19970103 2100 NA NA NA NA NA NA NA NA
19970103 2200 NA NA NA NA NA NA NA NA
19970103 2300 NA NA NA NA NA NA NA NA
19970103 2400 NA NA NA NA NA NA NA NA
19970104 100 NA NA NA NA NA NA NA NA
19970104 200 NA NA NA NA NA NA NA NA
19970104 300 NA NA NA NA NA NA NA NA
19970104 400 NA NA NA NA NA NA NA NA
19970104 500 NA NA NA NA NA NA NA NA
19970104 600 NA NA NA NA NA NA NA NA
19970104 700 NA NA NA NA NA NA NA NA
19970104 800 NA NA NA NA NA NA NA NA
19970104 900 NA NA NA NA NA NA NA NA
19970104 1000 NA NA NA NA NA NA NA NA
19970104 1100 NA NA NA NA NA NA NA NA
19970104 1200 NA NA NA NA NA NA NA NA
19970104 1300 NA NA NA NA NA NA NA NA
19970104 1400 NA NA NA NA NA NA NA NA
19970104 1500 NA NA NA NA NA NA NA NA
19970104 1600 NA NA NA NA NA NA NA NA
19970104 1700 NA NA NA NA NA NA NA NA
19970104 1800 NA NA NA NA NA NA NA NA
19970104 1900 NA NA NA NA NA NA NA NA
19970104 2000 NA NA NA NA NA NA NA NA
19970104 2100 NA NA NA NA NA NA NA NA
19970104 2200 NA NA NA NA NA NA NA NA
19970104 2300 NA NA NA NA NA NA NA NA
19970104 2400 NA NA NA NA NA NA NA NA
19970105 100 NA NA NA NA NA NA NA NA
19970105 200 NA NA NA NA NA NA NA NA
19970105 300 NA NA NA NA NA NA NA NA
19970105 400 NA NA NA NA NA NA NA NA
19970105 500 NA NA NA NA NA NA NA NA
19970105 600 NA NA NA NA NA NA NA NA
19970105 700 NA NA NA NA NA NA NA NA
19970105 800 NA NA NA NA NA NA NA NA
19970105 900 NA NA NA NA NA NA NA NA
19970105 1000 NA NA NA NA NA NA NA NA
19970105 1100 NA NA NA NA NA NA NA NA
19970105 1200 NA NA NA NA NA NA NA NA
19970105 1300 NA NA NA NA NA NA NA NA
19970105 1400 NA NA NA NA NA NA NA NA
19970105 1500 NA NA NA NA NA NA NA NA
19970105 1600 NA NA NA NA NA NA NA NA
19970105 1700 NA NA NA NA NA NA NA NA
19970105 1800 NA NA NA NA NA NA NA NA
19970105 1900 NA NA NA NA NA NA NA NA
19970105 2000 NA NA NA NA NA NA NA NA
19970105 2100 NA NA NA NA NA NA NA NA
19970105 2200 NA NA NA NA NA NA NA NA
19970105 2300 NA NA NA NA NA NA NA NA
19970105 2400 NA NA NA NA NA NA NA NA
19970106 100 NA NA NA NA NA NA NA NA
19970106 200 NA NA NA NA NA NA NA NA
19970106 300 NA NA NA NA NA NA NA NA
19970106 400 NA NA NA NA NA NA NA NA
19970106 500 NA NA NA NA NA NA NA NA
19970106 600 NA NA NA NA NA NA NA NA
19970106 700 NA NA NA NA NA NA NA NA
19970106 800 NA NA NA NA NA NA NA NA
19970106 900 NA NA NA NA NA NA NA NA
19970106 1000 NA NA NA NA NA NA NA NA
19970106 1100 NA NA NA NA NA NA NA NA
19970106 1200 NA NA NA NA NA NA NA NA
19970106 1300 NA NA NA NA NA NA NA NA
19970106 1400 NA NA NA NA NA NA NA NA
19970106 1500 NA NA NA NA NA NA NA NA
19970106 1600 NA NA NA NA NA NA NA NA
19970106 1700 NA NA NA NA NA NA NA NA
19970106 1800 NA NA NA NA NA NA NA NA
19970106 1900 NA NA NA NA NA NA NA NA
19970106 2000 NA NA NA NA NA NA NA NA
19970106 2100 NA NA NA NA NA NA NA NA
19970106 2200 NA NA NA NA NA NA NA NA
19970106 2300 NA NA NA NA NA NA NA NA
19970106 2400 NA NA NA NA NA NA NA NA
19970107 100 NA NA NA NA NA NA NA NA
19970107 200 NA NA NA NA NA NA NA NA
19970107 300 NA NA NA NA NA NA NA NA
19970107 400 NA NA NA NA NA NA NA NA
19970107 500 NA NA NA NA NA NA NA NA
19970107 600 NA NA NA NA NA NA NA NA
19970107 700 NA NA NA NA NA NA NA NA
19970107 800 NA NA NA NA NA NA NA NA
19970107 900 NA NA NA NA NA NA NA NA
19970107 1000 NA NA NA NA NA NA NA NA
19970107 1100 NA NA NA NA NA NA NA NA
19970107 1200 NA NA NA NA NA NA NA NA
19970107 1300 NA NA NA NA NA NA NA NA
19970107 1400 NA NA NA NA NA NA NA NA
19970107 1500 NA NA NA NA NA NA NA NA
19970107 1600 NA NA NA NA NA NA NA NA
19970107 1700 NA NA NA NA NA NA NA NA
19970107 1800 NA NA NA NA NA NA NA NA
19970107 1900 NA NA NA NA NA NA NA NA
19970107 2000 NA NA NA NA NA NA NA NA
19970107 2100 NA NA NA NA NA NA NA NA
19970107 2200 NA NA NA NA NA NA NA NA
19970107 2300 NA NA NA NA NA NA NA NA
19970107 2400 NA NA NA NA NA NA NA NA
19970108 100 NA NA NA NA NA NA NA NA
19970108 200 NA NA NA NA NA NA NA NA
19970108 300 NA NA NA NA NA NA NA NA
19970108 400 NA NA NA NA NA NA NA NA
19970108 500 NA NA NA NA NA NA NA NA
19970108 600 NA NA NA NA NA NA NA NA
19970108 700 NA NA NA NA NA NA NA NA
19970108 800 NA NA NA NA NA NA NA NA
19970108 900 NA NA NA NA NA NA NA NA
19970108 1000 NA NA NA NA NA NA NA NA
19970108 1100 NA NA NA NA NA NA NA NA
19970108 1200 NA NA NA NA NA NA NA NA
19970108 1300 NA NA NA NA NA NA NA NA
19970108 1400 NA NA NA NA NA NA NA NA
19970108 1500 NA NA NA NA NA NA NA NA
19970108 1600 NA NA NA NA NA NA NA NA
19970108 1700 NA NA NA NA NA NA NA NA
19970108 1800 NA NA NA NA NA NA NA NA
19970108 1900 NA NA NA NA NA NA NA NA
19970108 2000 NA NA NA NA NA NA NA NA
19970108 2100 NA NA NA NA NA NA NA NA
19970108 2200 NA NA NA NA NA NA NA NA
19970108 2300 NA NA NA NA NA NA NA NA
19970108 2400 NA NA NA NA NA NA NA NA
19970109 100 NA NA NA NA NA NA NA NA
19970109 200 NA NA NA NA NA NA NA NA
19970109 300 NA NA NA NA NA NA NA NA
19970109 400 NA NA NA NA NA NA NA NA
19970109 500 NA NA NA NA NA NA NA NA
19970109 600 NA NA NA NA NA NA NA NA
19970109 700 NA NA NA NA NA NA NA NA
19970109 800 NA NA NA NA NA NA NA NA
19970109 900 NA NA NA NA NA NA NA NA
19970109 1000 NA NA NA NA NA NA NA NA
19970109 1100 NA NA NA NA NA NA NA NA
19970109 1200 NA NA NA NA NA NA NA NA
19970109 1300 NA NA NA NA NA NA NA NA
19970109 1400 NA NA NA NA NA NA NA NA
19970109 1500 NA NA NA NA NA NA NA NA
19970109 1600 NA NA NA NA NA NA NA NA
19970109 1700 NA NA NA NA NA NA NA NA
19970109 1800 NA NA NA NA NA NA NA NA
19970109 1900 NA NA NA NA NA NA NA NA
19970109 2000 NA NA NA NA NA NA NA NA
19970109 2100 NA NA NA NA NA NA NA NA
19970109 2200 NA NA NA NA NA NA NA NA
19970109 2300 NA NA NA NA NA NA NA NA
19970109 2400 NA NA NA NA NA NA NA NA
19970110 100 NA NA NA NA NA NA NA NA
19970110 200 NA NA NA NA NA NA NA NA
19970110 300 NA NA NA NA NA NA NA NA
19970110 400 NA NA NA NA NA NA NA NA
19970110 500 NA NA NA NA NA NA NA NA
19970110 600 NA NA NA NA NA NA NA NA
19970110 700 NA NA NA NA NA NA NA NA
19970110 800 NA NA NA NA NA NA NA NA
19970110 900 NA NA NA NA NA NA NA NA
19970110 1000 NA NA NA NA NA NA NA NA
19970110 1100 NA NA NA NA NA NA NA NA
19970110 1200 NA NA NA NA NA NA NA NA
19970110 1300 NA NA NA NA NA NA NA NA
19970110 1400 NA NA NA NA NA NA NA NA
19970110 1500 NA NA NA NA NA NA NA NA
19970110 1600 NA NA NA NA NA NA NA NA
19970110 1700 NA NA NA NA NA NA NA NA
19970110 1800 NA NA NA NA NA NA NA NA
19970110 1900 NA NA NA NA NA NA NA NA
19970110 2000 NA NA NA NA NA NA NA NA
19970110 2100 NA NA NA NA NA NA NA NA
19970110 2200 NA NA NA NA NA NA NA NA
19970110 2300 NA NA NA NA NA NA NA NA
19970110 2400 NA NA NA NA NA NA NA NA
19970111 100 NA NA NA NA NA NA NA NA
19970111 200 NA NA NA NA NA NA NA NA
19970111 300 NA NA NA NA NA NA NA NA
19970111 400 NA NA NA NA NA NA NA NA
19970111 500 NA NA NA NA NA NA NA NA
19970111 600 NA NA NA NA NA NA NA NA
19970111 700 NA NA NA NA NA NA NA NA
19970111 800 NA NA NA NA NA NA NA NA
19970111 900 NA NA NA NA NA NA NA NA
19970111 1000 NA NA NA NA NA NA NA NA
19970111 1100 NA NA NA NA NA NA NA NA
19970111 1200 NA NA NA NA NA NA NA NA
19970111 1300 NA NA NA NA NA NA NA NA
19970111 1400 NA NA NA NA NA NA NA NA
19970111 1500 NA NA NA NA NA NA NA NA
19970111 1600 NA NA NA NA NA NA NA NA
19970111 1700 NA NA NA NA NA NA NA NA
19970111 1800 NA NA NA NA NA NA NA NA
19970111 1900 NA NA NA NA NA NA NA NA
19970111 2000 NA NA NA NA NA NA NA NA
19970111 2100 NA NA NA NA NA NA NA NA
19970111 2200 NA NA NA NA NA NA NA NA
19970111 2300 NA NA NA NA NA NA NA NA
19970111 2400 NA NA NA NA NA NA NA NA
19970112 100 NA NA NA NA NA NA NA NA
19970112 200 NA NA NA NA NA NA NA NA
19970112 300 NA NA NA NA NA NA NA NA
19970112 400 NA NA NA NA NA NA NA NA
19970112 500 NA NA NA NA NA NA NA NA
19970112 600 NA NA NA NA NA NA NA NA
19970112 700 NA NA NA NA NA NA NA NA
19970112 800 NA NA NA NA NA NA NA NA
19970112 900 NA NA NA NA NA NA NA NA
19970112 1000 NA NA NA NA NA NA NA NA
19970112 1100 NA NA NA NA NA NA NA NA
19970112 1200 NA NA NA NA NA NA NA NA
19970112 1300 NA NA NA NA NA NA NA NA
19970112 1400 NA NA NA NA NA NA NA NA
19970112 1500 NA NA NA NA NA NA NA NA
19970112 1600 NA NA NA NA NA NA NA NA
19970112 1700 NA NA NA NA NA NA NA NA
19970112 1800 NA NA NA NA NA NA NA NA
19970112 1900 NA NA NA NA NA NA NA NA
19970112 2000 NA NA NA NA NA NA NA NA
19970112 2100 NA NA NA NA NA NA NA NA
19970112 2200 NA NA NA NA NA NA NA NA
19970112 2300 NA NA NA NA NA NA NA NA
19970112 2400 NA NA NA NA NA NA NA NA
19970113 100 NA NA NA NA NA NA NA NA
19970113 200 NA NA NA NA NA NA NA NA
19970113 300 NA NA NA NA NA NA NA NA
19970113 400 NA NA NA NA NA NA NA NA
19970113 500 NA NA NA NA NA NA NA NA
19970113 600 NA NA NA NA NA NA NA NA
19970113 700 NA NA NA NA NA NA NA NA
19970113 800 NA NA NA NA NA NA NA NA
19970113 900 NA NA NA NA NA NA NA NA
19970113 1000 NA NA NA NA NA NA NA NA
19970113 1100 NA NA NA NA NA NA NA NA
19970113 1200 NA NA NA NA NA NA NA NA
19970113 1300 NA NA NA NA NA NA NA NA
19970113 1400 NA NA NA NA NA NA NA NA
19970113 1500 NA NA NA NA NA NA NA NA
19970113 1600 NA NA NA NA NA NA NA NA
19970113 1700 NA NA NA NA NA NA NA NA
19970113 1800 NA NA NA NA NA NA NA NA
19970113 1900 NA NA NA NA NA NA NA NA
19970113 2000 NA NA NA NA NA NA NA NA
19970113 2100 NA NA NA NA NA NA NA NA
19970113 2200 NA NA NA NA NA NA NA NA
19970113 2300 NA NA NA NA NA NA NA NA
19970113 2400 NA NA NA NA NA NA NA NA
19970114 100 NA NA NA NA NA NA NA NA
19970114 200 NA NA NA NA NA NA NA NA
19970114 300 NA NA NA NA NA NA NA NA
19970114 400 NA NA NA NA NA NA NA NA
19970114 500 NA NA NA NA NA NA NA NA
19970114 600 NA NA NA NA NA NA NA NA
19970114 700 NA NA NA NA NA NA NA NA
19970114 800 NA NA NA NA NA NA NA NA
19970114 900 NA NA NA NA NA NA NA NA
19970114 1000 NA NA NA NA NA NA NA NA
19970114 1100 NA NA NA NA NA NA NA NA
19970114 1200 NA NA NA NA NA NA NA NA
19970114 1300 NA NA NA NA NA NA NA NA
19970114 1400 NA NA NA NA NA NA NA NA
19970114 1500 NA NA NA NA NA NA NA NA
19970114 1600 NA NA NA NA NA NA NA NA
19970114 1700 NA NA NA NA NA NA NA NA
19970114 1800 NA NA NA NA NA NA NA NA
19970114 1900 NA NA NA NA NA NA NA NA
19970114 2000 NA NA NA NA NA NA NA NA
19970114 2100 NA NA NA NA NA NA NA NA
19970114 2200 NA NA NA NA NA NA NA NA
19970114 2300 NA NA NA NA NA NA NA NA
19970114 2400 NA NA NA NA NA NA NA NA
19970115 100 NA NA NA NA NA NA NA NA
19970115 200 NA NA NA NA NA NA NA NA
19970115 300 NA NA NA NA NA NA NA NA
19970115 400 NA NA NA NA NA NA NA NA
19970115 500 NA NA NA NA NA NA NA NA
19970115 600 NA NA NA NA NA NA NA NA
19970115 700 NA NA NA NA NA NA NA NA
19970115 800 NA NA NA NA NA NA NA NA
19970115 900 NA NA NA NA NA NA NA NA
19970115 1000 NA NA NA NA NA NA NA NA
19970115 1100 NA NA NA NA NA NA NA NA
19970115 1200 NA NA NA NA NA NA NA NA
19970115 1300 NA NA NA NA NA NA NA NA
19970115 1400 NA NA NA NA NA NA NA NA
19970115 1500 NA NA NA NA NA NA NA NA
19970115 1600 NA NA NA NA NA NA NA NA
19970115 1700 NA NA NA NA NA NA NA NA
19970115 1800 NA NA NA NA NA NA NA NA
19970115 1900 NA NA NA NA NA NA NA NA
19970115 2000 NA NA NA NA NA NA NA NA
19970115 2100 NA NA NA NA NA NA NA NA
19970115 2200 NA NA NA NA NA NA NA NA
19970115 2300 NA NA NA NA NA NA NA NA
19970115 2400 NA NA NA NA NA NA NA NA
19970116 100 NA NA NA NA NA NA NA NA
19970116 200 NA NA NA NA NA NA NA NA
19970116 300 NA NA NA NA NA NA NA NA
19970116 400 NA NA NA NA NA NA NA NA
19970116 500 NA NA NA NA NA NA NA NA
19970116 600 NA NA NA NA NA NA NA NA
19970116 700 NA NA NA NA NA NA NA NA
19970116 800 NA NA NA NA NA NA NA NA
19970116 900 NA NA NA NA NA NA NA NA
19970116 1000 NA NA NA NA NA NA NA NA
19970116 1100 NA NA NA NA NA NA NA NA
19970116 1200 NA NA NA NA NA NA NA NA
19970116 1300 NA NA NA NA NA NA NA NA
19970116 1400 NA NA NA NA NA NA NA NA
19970116 1500 NA NA NA NA NA NA NA NA
19970116 1600 NA NA NA NA NA NA NA NA
19970116 1700 NA NA NA NA NA NA NA NA
19970116 1800 NA NA NA NA NA NA NA NA
19970116 1900 NA NA NA NA NA NA NA NA
19970116 2000 NA NA NA NA NA NA NA NA
19970116 2100 NA NA NA NA NA NA NA NA
19970116 2200 NA NA NA NA NA NA NA NA
19970116 2300 NA NA NA NA NA NA NA NA
19970116 2400 NA NA NA NA NA NA NA NA
19970117 100 NA NA NA NA NA NA NA NA
19970117 200 NA NA NA NA NA NA NA NA
19970117 300 NA NA NA NA NA NA NA NA
19970117 400 NA NA NA NA NA NA NA NA
19970117 500 NA NA NA NA NA NA NA NA
19970117 600 NA NA NA NA NA NA NA NA
19970117 700 NA NA NA NA NA NA NA NA
19970117 800 NA NA NA NA NA NA NA NA
19970117 900 NA NA NA NA NA NA NA NA
19970117 1000 NA NA NA NA NA NA NA NA
19970117 1100 NA NA NA NA NA NA NA NA
19970117 1200 NA NA NA NA NA NA NA NA
19970117 1300 NA NA NA NA NA NA NA NA
19970117 1400 NA NA NA NA NA NA NA NA
19970117 1500 NA NA NA NA NA NA NA NA
19970117 1600 NA NA NA NA NA NA NA NA
19970117 1700 NA NA NA NA NA NA NA NA
19970117 1800 NA NA NA NA NA NA NA NA
19970117 1900 NA NA NA NA NA NA NA NA
19970117 2000 NA NA NA NA NA NA NA NA
19970117 2100 NA NA NA NA NA NA NA NA
19970117 2200 NA NA NA NA NA NA NA NA
19970117 2300 NA NA NA NA NA NA NA NA
19970117 2400 NA NA NA NA NA NA NA NA
19970118 100 NA NA NA NA NA NA NA NA
19970118 200 NA NA NA NA NA NA NA NA
19970118 300 NA NA NA NA NA NA NA NA
19970118 400 NA NA NA NA NA NA NA NA
19970118 500 NA NA NA NA NA NA NA NA
19970118 600 NA NA NA NA NA NA NA NA
19970118 700 NA NA NA NA NA NA NA NA
19970118 800 NA NA NA NA NA NA NA NA
19970118 900 NA NA NA NA NA NA NA NA
19970118 1000 NA NA NA NA NA NA NA NA
19970118 1100 NA NA NA NA NA NA NA NA
19970118 1200 NA NA NA NA NA NA NA NA
19970118 1300 NA NA NA NA NA NA NA NA
19970118 1400 NA NA NA NA NA NA NA NA
19970118 1500 NA NA NA NA NA NA NA NA
19970118 1600 NA NA NA NA NA NA NA NA
19970118 1700 NA NA NA NA NA NA NA NA
19970118 1800 NA NA NA NA NA NA NA NA
19970118 1900 NA NA NA NA NA NA NA NA
19970118 2000 NA NA NA NA NA NA NA NA
19970118 2100 NA NA NA NA NA NA NA NA
19970118 2200 NA NA NA NA NA NA NA NA
19970118 2300 NA NA NA NA NA NA NA NA
19970118 2400 NA NA NA NA NA NA NA NA
19970119 100 NA NA NA NA NA NA NA NA
19970119 200 NA NA NA NA NA NA NA NA
19970119 300 NA NA NA NA NA NA NA NA
19970119 400 NA NA NA NA NA NA NA NA
19970119 500 NA NA NA NA NA NA NA NA
19970119 600 NA NA NA NA NA NA NA NA
19970119 700 NA NA NA NA NA NA NA NA
19970119 800 NA NA NA NA NA NA NA NA
19970119 900 NA NA NA NA NA NA NA NA
19970119 1000 NA NA NA NA NA NA NA NA
19970119 1100 NA NA NA NA NA NA NA NA
19970119 1200 NA NA NA NA NA NA NA NA
19970119 1300 NA NA NA NA NA NA NA NA
19970119 1400 NA NA NA NA NA NA NA NA
19970119 1500 NA NA NA NA NA NA NA NA
19970119 1600 NA NA NA NA NA NA NA NA
19970119 1700 NA NA NA NA NA NA NA NA
19970119 1800 NA NA NA NA NA NA NA NA
19970119 1900 NA NA NA NA NA NA NA NA
19970119 2000 NA NA NA NA NA NA NA NA
19970119 2100 NA NA NA NA NA NA NA NA
19970119 2200 NA NA NA NA NA NA NA NA
19970119 2300 NA NA NA NA NA NA NA NA
19970119 2400 NA NA NA NA NA NA NA NA
19970120 100 NA NA NA NA NA NA NA NA
19970120 200 NA NA NA NA NA NA NA NA
19970120 300 NA NA NA NA NA NA NA NA
19970120 400 NA NA NA NA NA NA NA NA
19970120 500 NA NA NA NA NA NA NA NA
19970120 600 NA NA NA NA NA NA NA NA
19970120 700 NA NA NA NA NA NA NA NA
19970120 800 NA NA NA NA NA NA NA NA
19970120 900 NA NA NA NA NA NA NA NA
19970120 1000 NA NA NA NA NA NA NA NA
19970120 1100 NA NA NA NA NA NA NA NA
19970120 1200 NA NA NA NA NA NA NA NA
19970120 1300 NA NA NA NA NA NA NA NA
19970120 1400 NA NA NA NA NA NA NA NA
19970120 1500 NA NA NA NA NA NA NA NA
19970120 1600 NA NA NA NA NA NA NA NA
19970120 1700 NA NA NA NA NA NA NA NA
19970120 1800 NA NA NA NA NA NA NA NA
19970120 1900 NA NA NA NA NA NA NA NA
19970120 2000 NA NA NA NA NA NA NA NA
19970120 2100 NA NA NA NA NA NA NA NA
19970120 2200 NA NA NA NA NA NA NA NA
19970120 2300 NA NA NA NA NA NA NA NA
19970120 2400 NA NA NA NA NA NA NA NA
19970121 100 NA NA NA NA NA NA NA NA
19970121 200 NA NA NA NA NA NA NA NA
19970121 300 NA NA NA NA NA NA NA NA
19970121 400 NA NA NA NA NA NA NA NA
19970121 500 NA NA NA NA NA NA NA NA
19970121 600 NA NA NA NA NA NA NA NA
19970121 700 NA NA NA NA NA NA NA NA
19970121 800 NA NA NA NA NA NA NA NA
19970121 900 NA NA NA NA NA NA NA NA
19970121 1000 NA NA NA NA NA NA NA NA
19970121 1100 NA NA NA NA NA NA NA NA
19970121 1200 NA NA NA NA NA NA NA NA
19970121 1300 NA NA NA NA NA NA NA NA
19970121 1400 NA NA NA NA NA NA NA NA
19970121 1500 NA NA NA NA NA NA NA NA
19970121 1600 NA NA NA NA NA NA NA NA
19970121 1700 NA NA NA NA NA NA NA NA
19970121 1800 NA NA NA NA NA NA NA NA
19970121 1900 NA NA NA NA NA NA NA NA
19970121 2000 NA NA NA NA NA NA NA NA
19970121 2100 NA NA NA NA NA NA NA NA
19970121 2200 NA NA NA NA NA NA NA NA
19970121 2300 NA NA NA NA NA NA NA NA
19970121 2400 NA NA NA NA NA NA NA NA
19970122 100 NA NA NA NA NA NA NA NA
19970122 200 NA NA NA NA NA NA NA NA
19970122 300 NA NA NA NA NA NA NA NA
19970122 400 NA NA NA NA NA NA NA NA
19970122 500 NA NA NA NA NA NA NA NA
19970122 600 NA NA NA NA NA NA NA NA
19970122 700 NA NA NA NA NA NA NA NA
19970122 800 NA NA NA NA NA NA NA NA
19970122 900 NA NA NA NA NA NA NA NA
19970122 1000 NA NA NA NA NA NA NA NA
19970122 1100 NA NA NA NA NA NA NA NA
19970122 1200 NA NA NA NA NA NA NA NA
19970122 1300 NA NA NA NA NA NA NA NA
19970122 1400 NA NA NA NA NA NA NA NA
19970122 1500 NA NA NA NA NA NA NA NA
19970122 1600 NA NA NA NA NA NA NA NA
19970122 1700 NA NA NA NA NA NA NA NA
19970122 1800 NA NA NA NA NA NA NA NA
19970122 1900 NA NA NA NA NA NA NA NA
19970122 2000 NA NA NA NA NA NA NA NA
19970122 2100 NA NA NA NA NA NA NA NA
19970122 2200 NA NA NA NA NA NA NA NA
19970122 2300 NA NA NA NA NA NA NA NA
19970122 2400 NA NA NA NA NA NA NA NA
19970123 100 NA NA NA NA NA NA NA NA
19970123 200 NA NA NA NA NA NA NA NA
19970123 300 NA NA NA NA NA NA NA NA
19970123 400 NA NA NA NA NA NA NA NA
19970123 500 NA NA NA NA NA NA NA NA
19970123 600 NA NA NA NA NA NA NA NA
19970123 700 NA NA NA NA NA NA NA NA
19970123 800 NA NA NA NA NA NA NA NA
19970123 900 NA NA NA NA NA NA NA NA
19970123 1000 NA NA NA NA NA NA NA NA
19970123 1100 NA NA NA NA NA NA NA NA
19970123 1200 NA NA NA NA NA NA NA NA
19970123 1300 NA NA NA NA NA NA NA NA
19970123 1400 NA NA NA NA NA NA NA NA
19970123 1500 NA NA NA NA NA NA NA NA
19970123 1600 NA NA NA NA NA NA NA NA
19970123 1700 NA NA NA NA NA NA NA NA
19970123 1800 NA NA NA NA NA NA NA NA
19970123 1900 NA NA NA NA NA NA NA NA
19970123 2000 NA NA NA NA NA NA NA NA
19970123 2100 NA NA NA NA NA NA NA NA
19970123 2200 NA NA NA NA NA NA NA NA
19970123 2300 NA NA NA NA NA NA NA NA
19970123 2400 NA NA NA NA NA NA NA NA
19970124 100 NA NA NA NA NA NA NA NA
19970124 200 NA NA NA NA NA NA NA NA
19970124 300 NA NA NA NA NA NA NA NA
19970124 400 NA NA NA NA NA NA NA NA
19970124 500 NA NA NA NA NA NA NA NA
19970124 600 NA NA NA NA NA NA NA NA
19970124 700 NA NA NA NA NA NA NA NA
19970124 800 NA NA NA NA NA NA NA NA
19970124 900 NA NA NA NA NA NA NA NA
19970124 1000 NA NA NA NA NA NA NA NA
19970124 1100 NA NA NA NA NA NA NA NA
19970124 1200 NA NA NA NA NA NA NA NA
19970124 1300 NA NA NA NA NA NA NA NA
19970124 1400 NA NA NA NA NA NA NA NA
19970124 1500 NA NA NA NA NA NA NA NA
19970124 1600 NA NA NA NA NA NA NA NA
19970124 1700 NA NA NA NA NA NA NA NA
19970124 1800 NA NA NA NA NA NA NA NA
19970124 1900 NA NA NA NA NA NA NA NA
19970124 2000 NA NA NA NA NA NA NA NA
19970124 2100 NA NA NA NA NA NA NA NA
19970124 2200 NA NA NA NA NA NA NA NA
19970124 2300 NA NA NA NA NA NA NA NA
19970124 2400 NA NA NA NA NA NA NA NA
19970125 100 NA NA NA NA NA NA NA NA
19970125 200 NA NA NA NA NA NA NA NA
19970125 300 NA NA NA NA NA NA NA NA
19970125 400 NA NA NA NA NA NA NA NA
19970125 500 NA NA NA NA NA NA NA NA
19970125 600 NA NA NA NA NA NA NA NA
19970125 700 NA NA NA NA NA NA NA NA
19970125 800 NA NA NA NA NA NA NA NA
19970125 900 NA NA NA NA NA NA NA NA
19970125 1000 NA NA NA NA NA NA NA NA
19970125 1100 NA NA NA NA NA NA NA NA
19970125 1200 NA NA NA NA NA NA NA NA
19970125 1300 NA NA NA NA NA NA NA NA
19970125 1400 NA NA NA NA NA NA NA NA
19970125 1500 NA NA NA NA NA NA NA NA
